recording_id,cutter_id,follower_id,from_lane,to_lane,t0_frame,t0_time,dhw_min_total,thw_min_total,ttc_min_total,intention_rows,intention_dhw_min,intention_thw_min,intention_ttc_min,intention_cutter_lat_v_abs_max,intention_cutter_speed_mean,intention_cutter_acc_mean,intention_follower_speed_mean,intention_follower_acc_mean,intention_cutter_dy,decision_rows,decision_dhw_min,decision_thw_min,decision_ttc_min,decision_cutter_lat_v_abs_max,decision_cutter_speed_mean,decision_cutter_acc_mean,decision_follower_speed_mean,decision_follower_acc_mean,decision_cutter_dy,execution_rows,execution_dhw_min,execution_thw_min,execution_ttc_min,execution_cutter_lat_v_abs_max,execution_cutter_speed_mean,execution_cutter_acc_mean,execution_follower_speed_mean,execution_follower_acc_mean,execution_cutter_dy,recovery_rows,recovery_dhw_min,recovery_thw_min,recovery_ttc_min,recovery_cutter_lat_v_abs_max,recovery_cutter_speed_mean,recovery_cutter_acc_mean,recovery_follower_speed_mean,recovery_follower_acc_mean,recovery_cutter_dy
01,9,17,1,2,109,4.36,168.99,3.7847704367301236,20.40942028985507,0.0,,,,,,,,,,20.0,202.47,4.513374944271066,24.335336538461537,0.84,36.5200478541934,-0.07400000000000002,44.8395413745986,-0.044000000000000004,0.629999999999999,50.0,185.88,4.14633058219942,22.61313868613139,0.81,36.60559871922269,-0.0314,44.86900820110789,0.015600000000000001,1.33,51.0,168.99,3.7847704367301236,20.40942028985507,0.52,36.49112870813009,0.11921568627450982,44.76079982444795,0.09019607843137256,0.4900000000000002
01,11,12,2,1,164,6.56,60.639999999999986,1.771028037383177,7.574774774774777,50.0,112.71000000000004,3.07530695770805,8.812353401094608,0.11,24.023434315163367,-0.21160000000000004,36.4454252511393,0.2202,0.030000000000001137,50.0,87.64000000000001,2.418989787468949,7.594454072790299,1.15,24.170424844375606,0.42560000000000003,36.56906772891177,-0.228,-1.3399999999999999,50.0,67.62,1.9414298018949183,7.574774774774777,1.17,25.503110017284527,0.777,35.53175666960656,-0.6990000000000001,-1.8499999999999979,22.0,60.639999999999986,1.771028037383177,7.896713615023481,0.49,26.591811469846753,0.7418181818181818,34.51514111220319,-0.6731818181818183,-0.23000000000000043
01,23,22,2,1,628,25.12,0.0,0.0,inf,50.0,0.0,0.0,inf,0.39,30.95291646489129,0.13080000000000003,24.452483733461822,0.0414,-0.3600000000000012,50.0,7.929999999999993,0.32499999999999973,inf,0.98,30.817099427378906,0.0164,24.370844946919824,0.028200000000000003,-1.4000000000000004,26.0,20.82,0.8550308008213552,inf,1.12,30.828025624161512,-0.004615384615384615,24.341235534310673,0.01153846153846154,-1.0500000000000007,0.0,,,,,,,,,
01,30,32,1,2,588,23.52,105.45,3.2100456621004567,30.048593350383605,0.0,,,,,,,,,,29.0,113.57000000000002,3.2597588978185996,30.048593350383605,0.88,31.483149550000668,-0.18413793103448278,35.074574384778735,0.3924137931034483,0.9000000000000004,50.0,108.32,3.2170818505338077,34.901538461538465,0.89,31.65220785129225,-0.05859999999999999,34.25560834832736,0.5851999999999999,1.4299999999999997,50.0,105.49,3.210286062081558,55.224489795918466,0.36,31.716812854890026,-0.007000000000000002,33.180038336144705,0.3954000000000001,0.23999999999999844
01,48,45,2,1,1148,45.92,0.0,0.0,inf,50.0,0.0,0.0,inf,0.28,34.36576417899218,0.12220000000000003,23.24482930116093,0.007000000000000001,-0.02999999999999936,50.0,0.0,0.0,inf,1.23,33.87398586859912,0.3796000000000001,23.215818873941547,0.0262,-1.700000000000001,50.0,20.55000000000001,0.8865401207937883,inf,1.23,32.99317465370217,0.44780000000000003,23.162030692825265,0.016,-1.700000000000001,50.0,40.13000000000001,1.7334773218142554,inf,0.41,32.219141608983215,0.31920000000000004,23.130008954652638,0.0258,-0.4499999999999993
01,58,61,1,2,1367,54.68,44.089999999999975,1.300973738565948,inf,50.0,44.089999999999975,1.300973738565948,inf,0.49,35.079551904394606,-0.36560000000000004,33.96920473509554,-0.0628,0.40000000000000036,50.0,46.359999999999985,1.3631284916201114,inf,0.7,35.31838295588054,0.11599999999999999,34.02469991369002,-0.0074,1.2799999999999994,50.0,48.95000000000002,1.4384366735233622,inf,0.57,34.97472662476687,0.163,34.021689330131274,0.023600000000000003,0.8300000000000001,35.0,50.81,1.4952913478516776,inf,0.44,34.740601490676944,0.11171428571428571,33.90488529587746,0.12142857142857143,0.5499999999999989
01,60,77,2,1,1413,56.52,248.39,5.335982814178303,17.62881476224273,0.0,,,,,,,,,,0.0,,,,,,,,,,50.0,268.66,5.874917996938553,20.13943028485758,0.63,32.36578824879748,0.021400000000000002,45.18141587859809,0.5492,-0.9199999999999982,37.0,248.39,5.335982814178303,17.62881476224273,0.38,32.428768114821025,0.0472972972972973,46.153500813249224,0.5508108108108107,-0.4499999999999993
01,79,84,1,2,1630,65.2,117.78,3.0473479948253557,11.059154929577467,0.0,,,,,,,,,,27.0,156.20000000000002,3.935500125976317,17.24061810154526,1.1,30.700530342395982,0.11888888888888888,39.75161973469445,0.13888888888888887,1.1500000000000004,50.0,137.93000000000004,3.4866026289181,14.673404255319149,0.98,30.4652249459121,0.24639999999999992,39.630097994909434,0.0678,1.1199999999999992,50.0,118.21000000000001,3.056101344364013,11.130885122410547,0.33,29.259084706741717,1.0648,39.20260428891602,0.4526,0.5500000000000007
01,93,94,1,2,1805,72.2,15.489999999999998,0.4732661167124962,inf,0.0,,,,,,,,,,45.0,15.489999999999998,0.4732661167124962,inf,0.89,39.2488218124524,-0.08977777777777778,32.88777842069841,0.16,1.2899999999999991,50.0,27.340000000000003,0.8279830405814658,inf,0.89,38.458004702985306,-0.6073999999999999,33.10384179272209,0.09259999999999997,1.4499999999999993,50.0,37.920000000000016,1.1421686746987956,inf,0.44,37.25916161670386,-0.5227999999999999,33.28924608908298,0.08280000000000001,0.38000000000000256
01,97,98,1,2,2001,80.04,27.159999999999997,1.001474926253687,inf,50.0,27.159999999999997,1.001474926253687,inf,0.54,36.93998078035475,0.114,27.1622633256675,0.0398,0.40000000000000213,50.0,46.72000000000003,1.7176470588235304,inf,0.88,36.972765978730536,-0.05340000000000001,27.20708601327,-0.0015999999999999999,1.5799999999999983,50.0,66.23000000000002,2.434926470588236,inf,0.85,36.90610106262598,0.012600000000000002,27.143429911263883,-0.054400000000000004,1.1900000000000013,50.0,85.77000000000001,3.1661129568106317,inf,0.37,37.004420765472204,0.08940000000000001,27.08472742545513,0.009,0.5799999999999983
